Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method,High_Discount_Flag,Gross_Revenue,Discount_Amount,Month,Quarter,Week,Revenue_Per_Unit,Is_Digital
TXN003764,2023-03-24,CUST6810,46-55,Lucknow,North,STORE048,Personal Care,Sunscreen,Local,17,684.12,0,11630.04,Debit Card,False,11630.04,0.0,3,1,12,684.12,True
TXN003765,2023-03-03,CUST8638,26-35,Kolkata,East,STORE042,Personal Care,Face Wash,GreenLeaf,2,837.51,25,1256.27,Cash,True,1675.02,418.75,3,1,9,628.135,False
TXN003766,2023-03-30,CUST7269,18-25,Mumbai,West,STORE017,Snacks & Confectionery,Peanut Butter Cups,PureLife,14,64.87,10,817.36,UPI,False,908.1800000000001,90.82000000000005,3,1,13,58.38285714285714,True
TXN003767,2023-02-23,CUST7061,26-35,Kolkata,East,STORE028,Dairy & Eggs,Cream,PureLife,2,1273.76,10,2292.77,Debit Card,False,2547.52,254.75,2,1,8,1146.385,True
TXN003768,2023-11-02,CUST5682,36-45,Delhi,North,STORE017,Snacks & Confectionery,Pretzels,NatureBest,20,1355.36,20,21685.76,Net Banking,True,27107.199999999997,5421.439999999999,11,4,44,1084.288,False
TXN003769,2023-08-08,CUST3212,18-25,Ahmedabad,West,STORE039,Dairy & Eggs,Yogurt,GreenLeaf,18,76.36,25,1030.86,Net Banking,True,1374.48,343.6200000000001,8,3,32,57.269999999999996,False
TXN003770,2023-03-26,CUST6119,26-35,Bangalore,South,STORE031,Meat & Seafood,Beef Steak,EcoFresh,20,594.34,15,10103.78,Cash,False,11886.800000000001,1783.0200000000004,3,1,12,505.189,False
TXN003771,2023-01-02,CUST3791,46-55,Mumbai,West,STORE045,Personal Care,Face Wash,NatureBest,10,660.47,10,5944.23,Credit Card,False,6604.700000000001,660.4700000000012,1,1,1,594.423,True
TXN003772,2023-07-17,CUST2414,55+,Chennai,South,STORE013,Snacks & Confectionery,Trail Mix,HomeChoice,5,495.07,15,2104.05,UPI,False,2475.35,371.2999999999997,7,3,29,420.81000000000006,True
TXN003773,2023-12-19,CUST6899,36-45,Bangalore,South,STORE005,Bakery,Brown Bread,FreshMart,18,391.19,0,7041.42,Net Banking,False,7041.42,0.0,12,4,51,391.19,False
TXN003774,2023-06-23,CUST1108,36-45,Delhi,North,STORE026,Snacks & Confectionery,Granola Bar,Premium,12,1161.37,25,10452.33,Net Banking,True,13936.439999999999,3484.1099999999988,6,2,25,871.0275,False
TXN003775,2023-08-13,CUST3561,46-55,Chennai,South,STORE005,Fruits & Vegetables,Potato,HomeChoice,17,1384.76,0,23540.92,UPI,False,23540.92,0.0,8,3,32,1384.76,True
TXN003776,2023-12-03,CUST4471,46-55,Chennai,South,STORE034,Meat & Seafood,Prawns,NatureBest,2,1041.48,0,2082.96,Credit Card,False,2082.96,0.0,12,4,48,1041.48,True
TXN003777,2023-03-21,CUST7708,26-35,Ahmedabad,West,STORE029,Bakery,Cookies,ValueBuy,6,682.44,5,3889.91,UPI,False,4094.6400000000003,204.73000000000047,3,1,12,648.3183333333333,True
TXN003778,2023-10-25,CUST5798,46-55,Pune,West,STORE035,Personal Care,Face Wash,ValueBuy,20,510.26,0,10205.2,UPI,False,10205.2,0.0,10,4,43,510.26000000000005,True
TXN003779,2023-02-07,CUST4297,46-55,Delhi,North,STORE032,Beverages,Herbal Tea,TopBrand,19,441.4,5,7967.27,UPI,False,8386.6,419.3299999999999,2,1,6,419.33000000000004,True
TXN003780,2023-12-18,CUST6412,26-35,Pune,West,STORE026,Bakery,Cookies,EcoFresh,17,398.35,0,6771.95,UPI,False,6771.950000000001,9.094947017729282e-13,12,4,51,398.34999999999997,True
TXN003781,2023-03-05,CUST4381,18-25,Delhi,North,STORE031,Cleaning Supplies,Glass Cleaner,ValueBuy,2,295.17,20,472.27,Net Banking,True,590.34,118.07000000000005,3,1,9,236.135,False
TXN003782,2023-10-11,CUST9749,26-35,Bangalore,South,STORE013,Fruits & Vegetables,Carrot,GreenLeaf,10,71.43,5,678.58,Cash,False,714.3000000000001,35.72000000000003,10,4,41,67.858,False
TXN003783,2023-05-24,CUST9856,18-25,Jaipur,North,STORE011,Snacks & Confectionery,Chocolate Bar,GreenLeaf,1,167.05,20,133.64,UPI,True,167.05,33.410000000000025,5,2,21,133.64,True
TXN003784,2023-09-14,CUST9659,55+,Hyderabad,South,STORE042,Bakery,Bagel,TopBrand,4,1308.24,5,4971.31,Credit Card,False,5232.96,261.64999999999964,9,3,37,1242.8275,True
TXN003785,2023-10-16,CUST8930,55+,Kolkata,East,STORE007,Dairy & Eggs,Butter,TopBrand,9,1164.59,5,9957.24,UPI,False,10481.31,524.0699999999997,10,4,42,1106.36,True
TXN003786,2023-01-12,CUST7186,46-55,Mumbai,West,STORE001,Meat & Seafood,Tuna Can,Premium,11,873.91,0,9613.01,UPI,False,9613.01,0.0,1,1,2,873.91,True
TXN003787,2023-01-20,CUST3312,46-55,Pune,West,STORE042,Bakery,Muffin,HomeChoice,12,98.81,20,948.58,Credit Card,True,1185.72,237.14,1,1,3,79.04833333333333,True
TXN003788,2023-02-23,CUST3398,46-55,Jaipur,North,STORE042,Beverages,Lemonade,NatureBest,20,206.42,15,3509.14,Credit Card,False,4128.4,619.2599999999998,2,1,8,175.457,True
TXN003789,2023-01-17,CUST2267,36-45,Pune,West,STORE031,Snacks & Confectionery,Potato Chips,Local,5,106.94,10,481.23,Net Banking,False,534.7,53.47000000000003,1,1,3,96.24600000000001,False
TXN003790,2023-01-20,CUST8825,36-45,Pune,West,STORE012,Personal Care,Shampoo,EcoFresh,5,1066.55,0,5332.75,Net Banking,False,5332.75,0.0,1,1,3,1066.55,False
TXN003791,2023-08-03,CUST2522,46-55,Kolkata,East,STORE036,Frozen Foods,Frozen Fries,HomeChoice,2,1471.12,5,2795.13,Cash,False,2942.24,147.10999999999967,8,3,31,1397.565,False
TXN003792,2023-01-28,CUST9609,46-55,Ahmedabad,West,STORE006,Beverages,Orange Juice,PureLife,8,711.86,5,5410.14,Credit Card,False,5694.88,284.7399999999998,1,1,4,676.2675,True
TXN003793,2023-01-14,CUST1852,36-45,Bangalore,South,STORE048,Grains & Pulses,Basmati Rice,EcoFresh,20,24.92,0,498.4,Credit Card,False,498.40000000000003,5.684341886080802e-14,1,1,2,24.919999999999998,True
TXN003794,2023-09-10,CUST5676,55+,Ahmedabad,West,STORE021,Frozen Foods,Frozen Pizza,ValueBuy,1,952.41,10,857.17,Net Banking,False,952.41,95.24000000000001,9,3,36,857.17,False
TXN003795,2023-03-28,CUST8566,26-35,Jaipur,North,STORE035,Cleaning Supplies,Disinfectant Spray,NatureBest,20,265.96,5,5053.24,Debit Card,False,5319.2,265.96000000000004,3,1,13,252.66199999999998,True
TXN003796,2023-12-10,CUST3861,36-45,Lucknow,North,STORE017,Bakery,Croissant,FreshMart,7,267.65,25,1405.16,Cash,True,1873.5499999999997,468.38999999999965,12,4,49,200.73714285714286,False
TXN003797,2023-09-08,CUST7026,36-45,Bangalore,South,STORE016,Beverages,Herbal Tea,NatureBest,18,1029.06,10,16670.77,Net Banking,False,18523.079999999998,1852.3099999999977,9,3,36,926.1538888888889,False
TXN003798,2023-10-07,CUST1853,18-25,Chennai,South,STORE031,Cleaning Supplies,Trash Bags,Local,12,904.23,25,8138.07,Credit Card,True,10850.76,2712.6900000000005,10,4,40,678.1725,True
TXN003799,2023-09-02,CUST6740,36-45,Bangalore,South,STORE041,Beverages,Energy Drink,TopBrand,13,622.53,5,7688.25,Cash,False,8092.889999999999,404.6399999999994,9,3,35,591.4038461538462,False
TXN003800,2023-01-20,CUST1223,46-55,Jaipur,North,STORE048,Beverages,Mango Juice,ValueBuy,8,814.1,15,5535.88,Cash,False,6512.8,976.9200000000001,1,1,3,691.985,False
TXN003801,2023-02-18,CUST2274,26-35,Hyderabad,South,STORE050,Grains & Pulses,Corn Flour,TopBrand,7,182.2,0,1275.4,Net Banking,False,1275.3999999999999,-2.2737367544323206e-13,2,1,7,182.20000000000002,False
TXN003802,2023-07-11,CUST7891,55+,Chennai,South,STORE027,Cleaning Supplies,Dish Soap,PureLife,7,322.12,0,2254.84,Cash,False,2254.84,0.0,7,3,28,322.12,False
TXN003803,2023-11-13,CUST4275,26-35,Mumbai,West,STORE021,Dairy & Eggs,Milk,HomeChoice,10,614.5,0,6145.0,Cash,False,6145.0,0.0,11,4,46,614.5,False
TXN003804,2023-02-09,CUST7352,36-45,Delhi,North,STORE009,Frozen Foods,Frozen Peas,EcoFresh,13,91.29,5,1127.43,UPI,False,1186.77,59.33999999999992,2,1,6,86.72538461538463,True
TXN003805,2023-10-09,CUST3558,26-35,Mumbai,West,STORE007,Meat & Seafood,Prawns,FreshMart,13,150.79,0,1960.27,Cash,False,1960.27,0.0,10,4,41,150.79,False
TXN003806,2023-06-12,CUST8620,36-45,Ahmedabad,West,STORE003,Personal Care,Conditioner,TopBrand,4,907.08,10,3265.49,Cash,False,3628.32,362.8300000000004,6,2,24,816.3725,False
TXN003807,2023-01-03,CUST6451,46-55,Kolkata,East,STORE050,Grains & Pulses,Corn Flour,ValueBuy,1,835.58,0,835.58,Credit Card,False,835.58,0.0,1,1,1,835.58,True
TXN003808,2023-02-14,CUST8730,46-55,Pune,West,STORE016,Snacks & Confectionery,Popcorn,TopBrand,8,553.55,15,3764.14,Credit Card,False,4428.4,664.2599999999998,2,1,7,470.5175,True
TXN003809,2023-09-27,CUST7166,46-55,Bangalore,South,STORE007,Beverages,Mineral Water,FreshMart,1,233.61,0,233.61,UPI,False,233.61,0.0,9,3,39,233.61,True
TXN003810,2023-04-09,CUST7001,46-55,Pune,West,STORE029,Frozen Foods,Veggie Burger,ValueBuy,1,261.11,0,261.11,Debit Card,False,261.11,0.0,4,2,14,261.11,True
TXN003811,2023-09-13,CUST6523,26-35,Lucknow,North,STORE010,Dairy & Eggs,Paneer,HomeChoice,2,557.14,0,1114.28,UPI,False,1114.28,0.0,9,3,37,557.14,True
TXN003812,2023-06-11,CUST9633,46-55,Ahmedabad,West,STORE034,Grains & Pulses,Corn Flour,Local,12,253.19,0,3038.28,Net Banking,False,3038.2799999999997,-4.547473508864641e-13,6,2,23,253.19000000000003,False
TXN003813,2023-09-02,CUST2734,36-45,Pune,West,STORE008,Grains & Pulses,Wheat Flour,NatureBest,18,1294.18,0,23295.24,Cash,False,23295.24,0.0,9,3,35,1294.18,False
TXN003814,2023-07-06,CUST6002,46-55,Chennai,South,STORE029,Beverages,Green Tea,GreenLeaf,4,244.25,10,879.3,Cash,False,977.0,97.70000000000005,7,3,27,219.825,False
TXN003815,2023-02-17,CUST1008,46-55,Mumbai,West,STORE026,Meat & Seafood,Beef Steak,Local,16,1344.6,10,19362.24,Debit Card,False,21513.6,2151.359999999997,2,1,7,1210.14,True
TXN003816,2023-04-09,CUST5164,18-25,Hyderabad,South,STORE008,Beverages,Mango Juice,NatureBest,18,534.31,0,9617.58,UPI,False,9617.579999999998,-1.8189894035458565e-12,4,2,14,534.31,True
TXN003817,2023-11-29,CUST1602,18-25,Ahmedabad,West,STORE007,Frozen Foods,Ice Cream,HomeChoice,1,586.56,5,557.23,UPI,False,586.56,29.329999999999927,11,4,48,557.23,True
TXN003818,2023-08-21,CUST3659,18-25,Bangalore,South,STORE016,Meat & Seafood,Crab Meat,TopBrand,3,1000.35,0,3001.05,UPI,False,3001.05,0.0,8,3,34,1000.35,True
TXN003819,2023-02-02,CUST2045,36-45,Kolkata,East,STORE019,Grains & Pulses,Quinoa,HomeChoice,14,396.7,0,5553.8,UPI,False,5553.8,0.0,2,1,5,396.7,True
TXN003820,2023-03-04,CUST7900,36-45,Jaipur,North,STORE014,Fruits & Vegetables,Grapes,PureLife,5,1279.18,0,6395.9,Credit Card,False,6395.900000000001,9.094947017729282e-13,3,1,9,1279.1799999999998,True
TXN003821,2023-06-12,CUST5778,46-55,Mumbai,West,STORE028,Beverages,Mineral Water,HomeChoice,9,1319.02,25,8903.38,Debit Card,True,11871.18,2967.800000000001,6,2,24,989.2644444444444,True
TXN003822,2023-11-26,CUST7970,36-45,Delhi,North,STORE009,Cleaning Supplies,Laundry Detergent,NatureBest,8,1428.97,0,11431.76,Cash,False,11431.76,0.0,11,4,47,1428.97,False
TXN003823,2023-02-20,CUST6536,55+,Chennai,South,STORE010,Frozen Foods,Chicken Nuggets,GreenLeaf,13,91.67,15,1012.95,Debit Card,False,1191.71,178.76,2,1,8,77.91923076923078,True
TXN003824,2023-05-27,CUST7958,36-45,Kolkata,East,STORE021,Frozen Foods,Frozen Fries,GreenLeaf,5,106.3,25,398.62,Credit Card,True,531.5,132.88,5,2,21,79.724,True
TXN003825,2023-08-09,CUST1552,36-45,Chennai,South,STORE042,Dairy & Eggs,Cream,PureLife,19,1190.84,0,22625.96,Cash,False,22625.96,0.0,8,3,32,1190.84,False
TXN003826,2023-11-25,CUST7967,26-35,Ahmedabad,West,STORE041,Dairy & Eggs,Yogurt,NatureBest,4,1397.71,10,5031.76,Cash,False,5590.84,559.0799999999999,11,4,47,1257.94,False
TXN003827,2023-10-23,CUST6263,46-55,Lucknow,North,STORE048,Personal Care,Hand Cream,EcoFresh,2,962.07,20,1539.31,Cash,True,1924.14,384.83000000000015,10,4,43,769.655,False
TXN003828,2023-02-24,CUST6287,36-45,Jaipur,North,STORE041,Dairy & Eggs,Buttermilk,PureLife,8,1476.05,10,10627.56,UPI,False,11808.4,1180.8400000000001,2,1,8,1328.445,True
TXN003829,2023-07-10,CUST8680,26-35,Bangalore,South,STORE028,Beverages,Lemonade,Local,8,408.52,5,3104.75,UPI,False,3268.16,163.40999999999985,7,3,28,388.09375,True
TXN003830,2023-07-05,CUST4955,18-25,Pune,West,STORE043,Fruits & Vegetables,Banana,ValueBuy,17,1159.93,0,19718.81,Debit Card,False,19718.81,0.0,7,3,27,1159.93,True
TXN003831,2023-02-12,CUST2893,55+,Hyderabad,South,STORE021,Fruits & Vegetables,Spinach,Local,19,329.26,0,6255.94,UPI,False,6255.94,0.0,2,1,6,329.26,True
TXN003832,2023-03-28,CUST1348,36-45,Ahmedabad,West,STORE047,Cleaning Supplies,Broom,TopBrand,9,969.95,15,7420.12,Cash,False,8729.550000000001,1309.4300000000012,3,1,13,824.4577777777778,False
TXN003833,2023-09-29,CUST5372,46-55,Ahmedabad,West,STORE047,Grains & Pulses,Semolina,HomeChoice,19,238.21,0,4525.99,UPI,False,4525.99,0.0,9,3,39,238.20999999999998,True
TXN003834,2023-05-28,CUST2260,46-55,Hyderabad,South,STORE041,Frozen Foods,Chicken Nuggets,NatureBest,13,1420.03,0,18460.39,Cash,False,18460.39,0.0,5,2,21,1420.03,False
TXN003835,2023-04-01,CUST8994,55+,Chennai,South,STORE042,Grains & Pulses,Semolina,Local,2,1220.62,20,1952.99,Cash,True,2441.24,488.2499999999998,4,2,13,976.495,False
TXN003836,2023-02-15,CUST3010,26-35,Hyderabad,South,STORE043,Cleaning Supplies,Disinfectant Spray,NatureBest,13,758.43,5,9366.61,UPI,False,9859.59,492.97999999999956,2,1,7,720.5084615384616,True
TXN003837,2023-03-24,CUST4435,26-35,Lucknow,North,STORE006,Grains & Pulses,Semolina,HomeChoice,5,1318.51,0,6592.55,Debit Card,False,6592.55,0.0,3,1,12,1318.51,True
TXN003838,2023-09-23,CUST6636,46-55,Ahmedabad,West,STORE008,Frozen Foods,Waffles,EcoFresh,5,525.86,5,2497.83,Credit Card,False,2629.3,131.47000000000025,9,3,38,499.566,True
TXN003839,2023-09-12,CUST9102,26-35,Chennai,South,STORE010,Personal Care,Conditioner,GreenLeaf,3,292.32,0,876.96,Debit Card,False,876.96,0.0,9,3,37,292.32,True
TXN003840,2023-12-13,CUST6071,26-35,Ahmedabad,West,STORE001,Personal Care,Body Lotion,Local,9,278.05,0,2502.45,Debit Card,False,2502.4500000000003,4.547473508864641e-13,12,4,50,278.04999999999995,True
TXN003841,2023-05-14,CUST2833,36-45,Ahmedabad,West,STORE042,Bakery,White Bread,Premium,20,365.31,25,5479.65,UPI,True,7306.2,1826.5500000000002,5,2,19,273.98249999999996,True
TXN003842,2023-12-06,CUST6395,55+,Lucknow,North,STORE009,Dairy & Eggs,Mozzarella,TopBrand,10,223.78,0,2237.8,Credit Card,False,2237.8,0.0,12,4,49,223.78000000000003,True
TXN003843,2023-09-11,CUST4665,46-55,Kolkata,East,STORE019,Fruits & Vegetables,Broccoli,HomeChoice,12,1036.74,25,9330.66,UPI,True,12440.880000000001,3110.220000000001,9,3,37,777.555,True
TXN003844,2023-09-24,CUST2630,46-55,Lucknow,North,STORE044,Meat & Seafood,Beef Steak,NatureBest,12,686.21,5,7822.79,Credit Card,False,8234.52,411.7300000000005,9,3,38,651.8991666666667,True
TXN003845,2023-12-04,CUST2206,26-35,Mumbai,West,STORE042,Grains & Pulses,Red Lentils,GreenLeaf,8,487.72,0,3901.76,Cash,False,3901.76,0.0,12,4,49,487.72,False
TXN003846,2023-04-02,CUST5262,46-55,Ahmedabad,West,STORE037,Dairy & Eggs,Milk,PureLife,11,289.71,0,3186.81,Net Banking,False,3186.81,0.0,4,2,13,289.71,False
TXN003847,2023-04-03,CUST4737,26-35,Delhi,North,STORE003,Beverages,Mineral Water,Premium,7,217.76,0,1524.32,UPI,False,1524.32,0.0,4,2,14,217.76,True
TXN003848,2023-04-17,CUST2717,26-35,Kolkata,East,STORE031,Meat & Seafood,Crab Meat,FreshMart,16,98.26,10,1414.94,Net Banking,False,1572.16,157.22000000000003,4,2,16,88.43375,False
TXN003849,2023-03-05,CUST4689,18-25,Ahmedabad,West,STORE028,Snacks & Confectionery,Pretzels,Premium,17,315.6,0,5365.2,Credit Card,False,5365.200000000001,9.094947017729282e-13,3,1,9,315.59999999999997,True
TXN003850,2023-08-17,CUST2107,36-45,Hyderabad,South,STORE007,Bakery,Cookies,Local,17,19.72,5,318.48,Credit Card,False,335.24,16.75999999999999,8,3,33,18.734117647058824,True
TXN003851,2023-10-04,CUST1051,26-35,Jaipur,North,STORE029,Dairy & Eggs,Ghee,PureLife,10,412.24,5,3916.28,UPI,False,4122.4,206.11999999999944,10,4,40,391.62800000000004,True
TXN003852,2023-08-17,CUST2002,36-45,Mumbai,West,STORE037,Meat & Seafood,Crab Meat,PureLife,4,342.76,5,1302.49,UPI,False,1371.04,68.54999999999995,8,3,33,325.6225,True
TXN003853,2023-09-07,CUST1249,18-25,Kolkata,East,STORE021,Bakery,Baguette,GreenLeaf,11,469.79,25,3875.77,Debit Card,True,5167.6900000000005,1291.9200000000005,9,3,36,352.34272727272725,True
TXN003854,2023-10-10,CUST2656,18-25,Jaipur,North,STORE050,Snacks & Confectionery,Pretzels,Premium,5,1282.54,10,5771.43,Cash,False,6412.7,641.2699999999995,10,4,41,1154.286,False
TXN003855,2023-01-30,CUST3232,55+,Lucknow,North,STORE018,Cleaning Supplies,Laundry Detergent,ValueBuy,8,781.04,15,5311.07,UPI,False,6248.32,937.25,1,1,5,663.88375,True
TXN003856,2023-04-23,CUST8610,18-25,Delhi,North,STORE024,Grains & Pulses,Soya Chunks,EcoFresh,11,778.01,15,7274.39,Debit Card,False,8558.11,1283.7200000000003,4,2,16,661.3081818181819,True
TXN003857,2023-01-09,CUST7247,46-55,Bangalore,South,STORE027,Dairy & Eggs,Eggs,ValueBuy,7,1117.82,25,5868.56,Cash,True,7824.74,1956.1799999999994,1,1,2,838.3657142857144,False
TXN003858,2023-08-09,CUST2528,18-25,Bangalore,South,STORE038,Frozen Foods,Fish Fingers,TopBrand,3,158.81,0,476.43,Debit Card,False,476.43,0.0,8,3,32,158.81,True
TXN003859,2023-04-08,CUST5188,18-25,Lucknow,North,STORE015,Meat & Seafood,Chicken Breast,ValueBuy,8,740.21,0,5921.68,UPI,False,5921.68,0.0,4,2,14,740.21,True
TXN003860,2023-09-06,CUST4460,18-25,Ahmedabad,West,STORE027,Grains & Pulses,Wheat Flour,NatureBest,1,1163.2,5,1105.04,Net Banking,False,1163.2,58.16000000000008,9,3,36,1105.04,False
TXN003861,2023-09-22,CUST3123,18-25,Hyderabad,South,STORE031,Grains & Pulses,Red Lentils,HomeChoice,1,437.33,15,371.73,Cash,False,437.33,65.59999999999997,9,3,38,371.73,False
TXN003862,2023-03-07,CUST5891,46-55,Chennai,South,STORE036,Frozen Foods,Frozen Peas,PureLife,15,1460.92,10,19722.42,UPI,False,21913.800000000003,2191.3800000000047,3,1,10,1314.828,True
TXN003863,2023-06-18,CUST3202,55+,Kolkata,East,STORE043,Meat & Seafood,Mutton Chops,Local,11,100.32,20,882.82,Cash,True,1103.52,220.69999999999993,6,2,24,80.25636363636364,False
TXN003864,2023-03-08,CUST1396,46-55,Pune,West,STORE011,Snacks & Confectionery,Trail Mix,FreshMart,15,940.16,0,14102.4,Net Banking,False,14102.4,0.0,3,1,10,940.16,False
TXN003865,2023-06-10,CUST6256,18-25,Jaipur,North,STORE035,Snacks & Confectionery,Peanut Butter Cups,NatureBest,20,43.81,5,832.39,Net Banking,False,876.2,43.81000000000006,6,2,23,41.6195,False
TXN003866,2023-06-17,CUST8318,55+,Jaipur,North,STORE050,Grains & Pulses,Quinoa,NatureBest,9,423.74,20,3050.93,UPI,True,3813.66,762.73,6,2,24,338.9922222222222,True
TXN003867,2023-01-29,CUST6923,18-25,Delhi,North,STORE024,Beverages,Cola,TopBrand,2,1454.9,10,2618.82,UPI,False,2909.8,290.98,1,1,4,1309.41,True
TXN003868,2023-03-01,CUST7448,46-55,Hyderabad,South,STORE021,Personal Care,Face Wash,Local,19,1182.73,0,22471.87,Net Banking,False,22471.87,0.0,3,1,9,1182.73,False
TXN003869,2023-11-18,CUST2285,36-45,Hyderabad,South,STORE003,Meat & Seafood,Chicken Breast,TopBrand,3,343.87,10,928.45,Net Banking,False,1031.6100000000001,103.16000000000008,11,4,46,309.48333333333335,False
TXN003870,2023-05-20,CUST8100,36-45,Ahmedabad,West,STORE020,Fruits & Vegetables,Mango,Premium,1,860.66,10,774.59,Debit Card,False,860.66,86.06999999999994,5,2,20,774.59,True
TXN003871,2023-01-12,CUST5798,46-55,Hyderabad,South,STORE017,Fruits & Vegetables,Apple,TopBrand,2,1335.3,0,2670.6,Debit Card,False,2670.6,0.0,1,1,2,1335.3,True
TXN003872,2023-10-02,CUST8220,36-45,Pune,West,STORE011,Grains & Pulses,Black Beans,TopBrand,17,1189.98,10,18206.69,UPI,False,20229.66,2022.9700000000012,10,4,40,1070.9817647058824,True
TXN003873,2023-07-22,CUST7963,26-35,Jaipur,North,STORE021,Fruits & Vegetables,Spinach,ValueBuy,19,911.47,10,15586.14,UPI,False,17317.93,1731.7900000000009,7,3,29,820.3231578947368,True
TXN003874,2023-11-05,CUST6429,18-25,Bangalore,South,STORE006,Fruits & Vegetables,Banana,Premium,17,68.89,25,878.35,Cash,True,1171.13,292.7800000000001,11,4,44,51.66764705882353,False
TXN003875,2023-01-31,CUST2925,36-45,Pune,West,STORE037,Bakery,Brown Bread,TopBrand,12,273.56,15,2790.31,Net Banking,False,3282.7200000000003,492.4100000000003,1,1,5,232.52583333333334,False
TXN003876,2023-08-13,CUST2157,46-55,Bangalore,South,STORE017,Fruits & Vegetables,Spinach,NatureBest,4,513.92,0,2055.68,UPI,False,2055.68,0.0,8,3,32,513.92,True
TXN003877,2023-11-17,CUST1653,26-35,Ahmedabad,West,STORE050,Beverages,Lemonade,HomeChoice,13,1318.36,0,17138.68,Credit Card,False,17138.68,0.0,11,4,46,1318.3600000000001,True
TXN003878,2023-07-05,CUST6034,46-55,Ahmedabad,West,STORE007,Dairy & Eggs,Mozzarella,EcoFresh,13,713.0,0,9269.0,Net Banking,False,9269.0,0.0,7,3,27,713.0,False
TXN003879,2023-07-07,CUST9275,55+,Chennai,South,STORE049,Beverages,Cola,HomeChoice,13,894.63,10,10467.17,Debit Card,False,11630.19,1163.0200000000004,7,3,27,805.1669230769231,True
TXN003880,2023-02-15,CUST4966,46-55,Jaipur,North,STORE041,Beverages,Mineral Water,HomeChoice,8,285.98,0,2287.84,Debit Card,False,2287.84,0.0,2,1,7,285.98,True
TXN003881,2023-06-16,CUST2512,36-45,Lucknow,North,STORE020,Beverages,Lemonade,Premium,6,1173.9,25,5282.55,Net Banking,True,7043.400000000001,1760.8500000000004,6,2,24,880.4250000000001,False
TXN003882,2023-06-23,CUST9919,36-45,Hyderabad,South,STORE026,Beverages,Orange Juice,GreenLeaf,19,994.22,20,15112.14,Net Banking,True,18890.18,3778.040000000001,6,2,25,795.3757894736842,False
TXN003883,2023-11-26,CUST8808,26-35,Jaipur,North,STORE031,Bakery,Baguette,EcoFresh,17,746.55,0,12691.35,UPI,False,12691.349999999999,-1.8189894035458565e-12,11,4,47,746.5500000000001,True
TXN003884,2023-09-29,CUST1741,36-45,Lucknow,North,STORE016,Frozen Foods,Frozen Corn,PureLife,16,1388.6,25,16663.2,Credit Card,True,22217.6,5554.399999999998,9,3,39,1041.45,True
TXN003885,2023-03-04,CUST7937,26-35,Lucknow,North,STORE035,Snacks & Confectionery,Chocolate Bar,Local,4,1283.95,25,3851.85,UPI,True,5135.8,1283.9500000000003,3,1,9,962.9625,True
TXN003886,2023-01-30,CUST2337,55+,Pune,West,STORE008,Beverages,Lemonade,Local,15,654.47,20,7853.64,Credit Card,True,9817.050000000001,1963.4100000000008,1,1,5,523.576,True
TXN003887,2023-02-27,CUST8345,46-55,Pune,West,STORE038,Snacks & Confectionery,Popcorn,ValueBuy,9,198.01,5,1692.99,Cash,False,1782.09,89.09999999999991,2,1,9,188.11,False
TXN003888,2023-01-14,CUST7140,46-55,Pune,West,STORE047,Cleaning Supplies,Sponge Pack,GreenLeaf,15,484.65,0,7269.75,Net Banking,False,7269.75,0.0,1,1,2,484.65,False
TXN003889,2023-09-02,CUST8885,18-25,Hyderabad,South,STORE018,Frozen Foods,Waffles,FreshMart,10,1285.02,25,9637.65,Debit Card,True,12850.2,3212.550000000001,9,3,35,963.765,True
TXN003890,2023-12-23,CUST2401,36-45,Hyderabad,South,STORE024,Personal Care,Lip Balm,PureLife,5,1454.2,0,7271.0,Debit Card,False,7271.0,0.0,12,4,51,1454.2,True
TXN003891,2023-08-23,CUST6304,26-35,Hyderabad,South,STORE024,Grains & Pulses,Oats,EcoFresh,20,1041.04,15,17697.68,Credit Card,False,20820.8,3123.119999999999,8,3,34,884.884,True
TXN003892,2023-06-22,CUST8756,46-55,Chennai,South,STORE049,Personal Care,Face Wash,EcoFresh,18,410.94,15,6287.38,Credit Card,False,7396.92,1109.54,6,2,25,349.2988888888889,True
TXN003893,2023-01-14,CUST6594,26-35,Chennai,South,STORE050,Meat & Seafood,Sausages,FreshMart,6,14.8,15,75.48,UPI,False,88.80000000000001,13.320000000000007,1,1,2,12.58,True
TXN003894,2023-09-01,CUST7374,55+,Ahmedabad,West,STORE021,Bakery,Donut,Premium,5,796.68,0,3983.4,Net Banking,False,3983.3999999999996,-4.547473508864641e-13,9,3,35,796.6800000000001,False
TXN003895,2023-11-27,CUST7985,46-55,Jaipur,North,STORE002,Personal Care,Shampoo,GreenLeaf,19,1486.56,0,28244.64,UPI,False,28244.64,0.0,11,4,48,1486.56,True
TXN003896,2023-08-26,CUST8129,36-45,Jaipur,North,STORE017,Frozen Foods,Frozen Berries,Premium,1,1184.06,0,1184.06,Credit Card,False,1184.06,0.0,8,3,34,1184.06,True
TXN003897,2023-11-05,CUST7522,18-25,Bangalore,South,STORE028,Grains & Pulses,Oats,TopBrand,12,78.81,25,709.29,Credit Card,True,945.72,236.43000000000006,11,4,44,59.107499999999995,True
